Filename,Caption,Detected Objects
The_gym_at_Lamar_High_School_is_haunted_by_a_femal.png,a group of people standing around a wooden table .,"maze, labyrinth (0.14), balance beam, beam (0.10), horizontal bar, high bar (0.08), parallel bars, bars (0.08), bannister, banister, balustrade, balusters, handrail (0.07)"
Workers_report_it_is_guaranteed_to_see_or_hear_som.png,a large clock mounted to the side of a building .,"library (0.04), restaurant, eating house, eating place, eatery (0.04), turnstile (0.03), barbershop (0.03), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
Heffron_Hall___Bishop_Heffron_was_killed_by_Father.png,a black and white photo of an old building .,"boathouse (0.22), prison, prison house (0.07), barn (0.07), picket fence, paling (0.06), beacon, lighthouse, beacon light, pharos (0.06)"
Sounds_of_horse_hooves_on_the_roof__voices_and_foo.png,a black and white photo of a clock tower .,"boathouse (0.60), barn (0.06), church, church building (0.04), web site, website, internet site, site (0.02)"
Carey_Mansion___supposedly_a_nun_hung_herself__The.png,a large building with a clock on it .,"palace (0.64), castle (0.03), library (0.02)"
St__Mary_s_Hall___2nd_Floor___there_is_a_lady_in_g.png,a view of a room with a large mirror .,"bannister, banister, balustrade, balusters, handrail (0.33), limousine, limo (0.14), passenger car, coach, carriage (0.13), church, church building (0.04), bullet train, bullet (0.04)"
Platte_Canyon_High_School___In_the_storage_room_ab.png,a train on a track near a body of water,"library (0.79), passenger car, coach, carriage (0.05), prison, prison house (0.03), church, church building (0.02)"
sounds_of_footsteps_following_you__but_when_you_tu.png,a large building with a clock on it .,"prayer rug, prayer mat (0.48), altar (0.15), throne (0.07), palace (0.04), theater curtain, theatre curtain (0.03)"
It_s_an_abandoned_goat_farm__Many_sightings_have_o.png,a white sheep standing next to a wooden fence .,"wallaby, brush kangaroo (0.61), Ibizan hound, Ibizan Podenco (0.09), llama (0.03), ram, tup (0.03)"
Unimproved_roads_surrounding___There_are_two_inter.png,a black and white photo of a city street,"traffic light, traffic signal, stoplight (0.13), street sign (0.09), streetcar, tram, tramcar, trolley, trolley car (0.09), trolleybus, trolley coach, trackless trolley (0.06), crane (0.04)"
American_Folk_Figure__According_to_tradition__she.png,a group of people standing around each other .,"comic book (0.76), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
this_is_a_very_old_cemetery_not_used_anymore__Acco.png,a wall mounted to a wall with a clock on it .,"dome (0.28), monastery (0.14), tile roof (0.09), church, church building (0.07), palace (0.03)"
Indians_were_pushed_out_of_there_lands_and_were_cu.png,a group of people riding horses down a dirt road .,"hay (0.10), park bench (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), lakeside, lakeshore (0.05), unicycle, monocycle (0.03)"
All_Saint_s_Episcopal_Cemetery___Alice_of_the_Herm.png,a sign that is on the side of a pole .,space shuttle (0.79)
The_hotel_was_built_where_the_old_Chief_Theatre_us.png,a crowd of people standing in front of a tall building .,"palace (0.08), streetcar, tram, tramcar, trolley, trolley car (0.08), monastery (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04), mosque (0.02)"
Dunklee_Hall___was_located_at_the_intersection_of.png,a large building with a clock on it,"prison, prison house (0.36), palace (0.32), monastery (0.13), castle (0.04)"
Reports_of_an_apparition_of_a_monk_walking_on_the.png,a young woman is sitting on a bench .,"cloak (0.54), academic gown, academic robe, judge's robe (0.08), bannister, banister, balustrade, balusters, handrail (0.06), gown (0.03), sarong (0.03)"
There_are_two_hauntings_at_this_school_one_is_two.png,a group of people standing next to each other .,"comic book (0.33), tray (0.04), jigsaw puzzle (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.03), coffee mug (0.02)"
A_few_miles_down_this_road_there_is_the_old_Martin.png,a stop sign with a street sign on top of it .,"street sign (0.66), worm fence, snake fence, snake-rail fence, Virginia fence (0.02), scoreboard (0.02)"
A_soldier_that_served_in_the_Civil_War_is_buried_h.png,a close up of a street sign with a sky background,buckle (0.95)
During_Clear_nights__at_about_midnight__you_can_he.png,a large clock on the side of a building .,"prayer rug, prayer mat (0.10), scoreboard (0.09), boathouse (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.06), wallet, billfold, notecase, pocketbook (0.05)"
The_west_wing_of_this_old_fort_is_haunted_by_two_g.png,a group of people standing next to a train .,"monastery (0.29), palace (0.22), prison, prison house (0.15), passenger car, coach, carriage (0.09)"
Dore_Hall____This_dormitory_used_to_be_an_infirmar.png,"a kitchen with a refrigerator , stove , and sink .","slot, one-armed bandit (0.22), four-poster (0.22), stove (0.04), wardrobe, closet, press (0.02), home theater, home theatre (0.02)"
seen_a_12_year_old_girl_sitting_in_the_rocking_cha.png,a woman walking down a sidewalk next to a building .,"bookshop, bookstore, bookstall (0.05), jean, blue jean, denim (0.05), window screen (0.04), barbershop (0.04), sliding door (0.03)"
This_bar_is_next_door_to_a_building_that_once_hous.png,a red stop sign sitting on the side of a building .,"palace (0.08), boathouse (0.05), school bus (0.05), mobile home, manufactured home (0.04), fire engine, fire truck (0.04)"
Houses_the_student_union_for_the_Auraria_Campus_co.png,a city street filled with lots of traffic .,"streetcar, tram, tramcar, trolley, trolley car (0.18), lakeside, lakeshore (0.11), mobile home, manufactured home (0.06), palace (0.05), traffic light, traffic signal, stoplight (0.04)"
every_once_in_awhile_people_see_this_white_dog_on.png,a couple of sheep standing next to each other .,"rocking chair, rocker (0.24), prison, prison house (0.19), bannister, banister, balustrade, balusters, handrail (0.03), crib, cot (0.03), shopping cart (0.02)"
March_2008_Update__Have_been_removed__It_is_not_en.png,a close up of a street sign with a sky background,"book jacket, dust cover, dust jacket, dust wrapper (0.54), comic book (0.23), packet (0.03)"
the_pioneer_cemetery_is_located_in_pueblo_co__ther.png,a group of people standing on top of a lush green field .,"worm fence, snake fence, snake-rail fence, Virginia fence (0.65), megalith, megalithic structure (0.10)"
this_is_the_location_where_Susan_Smith_rolled_her.png,a wooden bench sitting in the middle of a forest .,turnstile (0.97)
It_is_told_that_a_man_had_come_and_killed_a_preach.png,a clock on a tower with a sky background,"scoreboard (0.34), comic book (0.05), theater curtain, theatre curtain (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03), projectile, missile (0.03)"
Eloise_was_a_slave_during_the_civil_war__Powdersvi.png,a black and white photo of an old building .,"barn (0.32), church, church building (0.05), picket fence, paling (0.05), planetarium (0.02), barbershop (0.02)"
This_is_an_old_school_that_was_also_used_as_a_Chur.png,a group of people standing outside of a building .,"palace (0.18), church, church building (0.11), book jacket, dust cover, dust jacket, dust wrapper (0.06), comic book (0.05), mosque (0.04)"
In_the_woods_behind_the_school_there_is_a_bridge_t.png,a blue and white vase with a flower on it .,"purse (0.13), pillow (0.10), African chameleon, Chamaeleo chamaeleon (0.07), buckle (0.04), hair slide (0.03)"
A_man_is_seen_hitchhiking_during_on_dark__stormy_.png,a black and white photo of a man holding a surfboard .,"ballplayer, baseball player (0.54), cowboy hat, ten-gallon hat (0.18), hammer (0.02), military uniform (0.02)"
In_the_1950_s__a_previous_owner_shot_her_husband_a.png,a computer monitor sitting on top of a wooden table .,"brass, memorial tablet, plaque (0.14), screen, CRT screen (0.13), menu (0.12), television, television system (0.11), web site, website, internet site, site (0.09)"
Theater___There_have_been_sightings_of_spirits_in.png,a black and white photo of a group of birds .,"comic book (0.38), pencil box, pencil case (0.08), wallet, billfold, notecase, pocketbook (0.05), bib (0.04), pillow (0.03)"
At_the_shop_downtown__called_Mushroom_Monday__that.png,a close up of a pair of scissors,"slot, one-armed bandit (0.99)"
This_home__located_near_the_Black_Forest_area__has.png,a clock tower in the middle of a city .,"tile roof (0.60), palace (0.06), castle (0.06), church, church building (0.03), jigsaw puzzle (0.02)"
Auditorium___In_1982__a_senior_hung_himself_in_one.png,a row of urinals mounted to a wall .,"cinema, movie theater, movie theatre, movie house, picture palace (0.90), theater curtain, theatre curtain (0.09)"
Hilleboe_Hall____is_said_to_have_had_a_variety_of.png,a room with a fireplace and a clock on the wall .,"prison, prison house (0.21), vault (0.14), monastery (0.06), tile roof (0.05), restaurant, eating house, eating place, eatery (0.05)"
The_Swamp_Bride___This_true_story_happened_during.png,a book shelf filled with lots of books .,"comic book (0.94), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
The_spirits_of_the_pervious_owners_seem_to_haunt_t.png,a sign that is hanging on a wall .,"slot, one-armed bandit (0.57), vending machine (0.05), lighter, light, igniter, ignitor (0.04), gas pump, gasoline pump, petrol pump, island dispenser (0.03), pay-phone, pay-station (0.03)"
Many_have_seen_a_ghost_at_Dora_Moore_K_8_school__S.png,a black and white photo of a building with a clock .,"window screen (0.11), prison, prison house (0.07), flagpole, flagstaff (0.07), barbershop (0.05), sliding door (0.04)"
A_man_is_seen_in_the_vicinity_of_Bennet_Road_durin.png,a man standing on a sidewalk next to a fire hydrant .,"unicycle, monocycle (0.08), crutch (0.03), umbrella (0.02), sweatshirt (0.02), mailbox, letter box (0.02)"
A_graveyard_behind_Hickory_Point_gas_station_near.png,a blue and yellow fire hydrant sitting in a field .,"picket fence, paling (0.48), worm fence, snake fence, snake-rail fence, Virginia fence (0.36)"
There_is_more_to_the_weird_occurrences_at_this_sit.png,a wooden bench sitting in front of a window .,"crib, cot (0.23), china cabinet, china closet (0.18), dining table, board (0.06), bookcase (0.05), cradle (0.04)"
There_is_a_ghostly_image_of_a_little_boy_on_the_2n.png,a view of a kitchen from inside a window .,"space heater (0.19), dishwasher, dish washer, dishwashing machine (0.16), electric fan, blower (0.04), tape player (0.03), projector (0.02)"
It_has_been_said_that_late_at_night_Capitol_employ.png,a large clock tower towering over a city .,"palace (0.07), cab, hack, taxi, taxicab (0.06), bell cote, bell cot (0.05), library (0.05), crane (0.05)"
Way_back_in_the_day__the_Ute_Indians_were_suddenly.png,an old building with a large clock tower .,boathouse (0.85)
the_prison_museum_used_to_be_one_of_the_first_muse.png,a large building with a clock on it .,"monastery (0.30), prayer rug, prayer mat (0.11), doormat, welcome mat (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03), wallet, billfold, notecase, pocketbook (0.03)"
in_one_of_the_classrooms_there_is_a_light_that_fli.png,a bus parked in front of a building .,"web site, website, internet site, site (0.92)"
K_Mart___There_have_been_reports_of_displays_being.png,a street sign with a bunch of stickers on it,"tobacco shop, tobacconist shop, tobacconist (0.80), grocery store, grocery, food market, market (0.06), slot, one-armed bandit (0.03)"
Reports_of_hearing_twigs_snapping__shadows_moving.png,a group of people standing next to each other .,"scoreboard (0.05), prayer rug, prayer mat (0.04), buckle (0.03), carpenter's kit, tool kit (0.03), accordion, piano accordion, squeeze box (0.02)"
A_guy_fell_from_the_loft_while_it_was_being_built_.png,a stack of luggage sitting on top of a wooden floor .,"accordion, piano accordion, squeeze box (0.16), binder, ring-binder (0.13), chest (0.04), prayer rug, prayer mat (0.03), bookcase (0.03)"
The_three_apparitions_are_often_seen_on_the_field.png,a group of people standing next to each other .,"book jacket, dust cover, dust jacket, dust wrapper (0.17), web site, website, internet site, site (0.15), comic book (0.07)"
There_is_an_old_church_located_on_Prospect_Road__T.png,a church with a clock on the top of it .,"church, church building (0.89), bell cote, bell cot (0.05)"
Locker_Room___In_the_girls_locker_room_showers_hav.png,a room filled with lots of wooden furniture .,"prison, prison house (0.45), passenger car, coach, carriage (0.27)"
It_is_known_that_if_you_enter_room_104__that_you_c.png,a large clock mounted to the side of a building .,"turnstile (0.48), bannister, banister, balustrade, balusters, handrail (0.24), maze, labyrinth (0.05), fire screen, fireguard (0.04), prayer rug, prayer mat (0.03)"
Woodglenn_Park___In_the_late_80_s__early_90_s_at_t.png,a house that has a bench in front of it .,"yurt (0.21), boathouse (0.16), barn (0.06), dome (0.06), church, church building (0.06)"
the_abandoned_mill___near_the_fairgrounds____Sever.png,a train that is sitting on the tracks .,"prison, prison house (0.39), barn (0.18), bannister, banister, balustrade, balusters, handrail (0.03), beacon, lighthouse, beacon light, pharos (0.03), monastery (0.02)"
Everyone_that_has_been_inside_of_the_YMCA_at_night.png,a group of people standing next to each other .,"theater curtain, theatre curtain (0.24), stage (0.15), palace (0.13), prison, prison house (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.03)"
